time_s,x_m,y_m,yaw_rad,icp_rmse_m,pairs,iterations,accepted
92.992,-1.6087651910414051,-0.07361506018434752,2.3465408894843933,0.0056144869033439015,131,2,1
93.184,-1.6286845874014932,-0.052433166188034765,2.3466598956166527,0.006117376667596545,131,2,1
93.376,-1.6487227578173653,-0.03303325325540497,2.346281666504089,0.0058279229953727705,131,2,1
93.568,-1.6692973470738415,-0.011605172827663752,2.347180930186941,0.006251728652736844,130,2,1
93.76,-1.6890686342665993,0.008907378210478174,2.3473265450495657,0.006014547095680064,130,2,1
93.952,-1.6910318234328636,0.009898926257581101,2.2076737963629967,0.006189147968282731,129,5,1
94.144,-1.6925350402723605,0.010062533988956823,2.0673584517484627,0.006883825212738566,129,4,1
94.336,-1.69435747703608,0.013756489061847753,1.9282557333827748,0.006453984080083739,130,4,1
94.528,-1.6965244230807788,0.017421161394785955,1.7883429410475864,0.009543301133819961,130,3,1
94.72,-1.7151885600743353,0.041676308950101326,1.743106998888286,0.011815078268933936,129,7,1
94.912,-1.7195862569134452,0.06837247047428145,1.7434189604130899,0.011548852281083332,130,2,1
95.104,-1.7250652740978794,0.09665089175746014,1.7442508158782009,0.008499257714297907,131,2,1
95.296,-1.7286669864176527,0.11001743211606359,1.7023797398409228,0.008861424733384535,131,9,1
95.488,-1.7304010477519238,0.12053900462237807,1.605841231313132,0.007971444797451342,131,2,1
95.68,-1.7312178171964117,0.13615518956676875,1.5096272823360335,0.008739172143427773,131,4,1
95.872,-1.7300095177791162,0.16396407034328975,1.5092724331325778,0.00731065403736324,131,2,1
96.06400000000001,-1.7324994077724893,0.17945897782297685,1.4149222849953615,0.008041041307653866,131,5,1
96.256,-1.7329668000091667,0.18371285690681258,1.2759152441090236,0.00838822528059162,131,4,1
96.44800000000001,-1.7354288532526492,0.1855509893421094,1.1362215457167273,0.008745473951222929,131,4,1
96.64,-1.7261317783036054,0.2149978623693596,1.137591523412414,0.008887720799074732,131,3,1
96.83200000000001,-1.7127706905168474,0.2408252348485823,1.1401602075271715,0.008033842013176069,131,3,1
97.024,-1.7013904436086504,0.2674531642120019,1.1405904272304317,0.009113293237934323,132,2,1
97.21600000000001,-1.6896995065279783,0.29336963083363526,1.1405081133027588,0.007855784491600197,135,2,1
97.408,-1.6778830182129922,0.31969853116605745,1.1405590742705451,0.006983806431759213,136,2,1
97.60000000000001,-1.6663590855931616,0.34570782907802067,1.1407511564630648,0.007387793606688936,136,2,1
97.792,-1.6532275292383398,0.3717055347994072,1.140608149298329,0.0064354295326760754,137,2,1
97.98400000000001,-1.6406508370574724,0.3969489532909369,1.140315255555877,0.005562512642030108,135,2,1
98.176,-1.639123694571621,0.40699685940637087,1.0450820484578847,0.007442679281356527,134,3,1
98.368,-1.6421663359817118,0.41451584874779335,0.9059482590791851,0.00819395110793379,134,4,1
98.56,-1.6412677326381109,0.4246673085684526,0.7698904395865555,0.00943196124099651,134,6,1
98.752,-1.6229401088164057,0.4461229504304303,0.7725385345021313,0.008176345368512873,132,3,1
98.944,-1.6031617436808074,0.4586998111689986,0.7761771064707502,0.006887184102939216,132,10,1
99.136,-1.583679955391823,0.4791804626277429,0.7776576202531154,0.007806122003716096,131,3,1
99.328,-1.562818287783959,0.49778683188417205,0.7777244270088343,0.0065337399309780084,131,2,1
99.52,-1.5419536518176453,0.5173162337621344,0.777249977549325,0.0075332214912007195,130,2,1
99.712,-1.5293091888524444,0.5330496651418882,0.7287395381179508,0.008727394568580944,131,3,1
99.904,-1.5261446211534901,0.541020294503817,0.5925460048141353,0.007030481368927353,131,6,1
100.096,-1.5180627932324562,0.5505724184522699,0.49760285561738,0.008118019211299359,132,4,1
100.288,-1.4956584200144116,0.5628294975018072,0.5022338485151082,0.007768871306950222,133,8,1
100.48,-1.4665477406599507,0.5782742418509484,0.5021021536865817,0.007553606836806264,133,4,1
100.672,-1.443006747521083,0.590907748292409,0.5028315035975293,0.007101060157886274,133,3,1
100.864,-1.4262548173950176,0.6000626858297365,0.4543150000514277,0.007122746924719142,133,2,1
101.056,-1.4257348775585263,0.6039291860432554,0.3148486644656062,0.006534561448470451,133,4,1
101.248,-1.4251529673539471,0.6110441670027331,0.1756025791108261,0.008318787561315327,132,4,1
101.44,-1.402963128649467,0.623649938803755,0.12304641051061116,0.009002909754360362,131,7,1
101.632,-1.3766056001563345,0.6272258482017529,0.1295645981234548,0.007799303804258912,131,8,1
101.824,-1.3491583510338558,0.6257533036862286,0.13735299472966844,0.006828172857091791,131,8,1
102.016,-1.3204996648001517,0.6325450168156883,0.1314023910214772,0.008605068386093671,131,8,1
102.208,-1.2915076972352173,0.6357118829281609,0.13368849080948067,0.0067358293208298805,130,4,1
102.4,-1.2607378101121365,0.640825475913016,0.12925500810362675,0.006800484494229056,129,5,1
102.592,-1.2335645427195072,0.644896121717026,0.12868933454279494,0.008337723692943614,127,2,1
102.784,-1.2042046772915698,0.6489853452226068,0.12854370004431204,0.008086743312113896,128,2,1
102.976,-1.1755399792525045,0.651847336044821,0.1284203603708147,0.0068401040941129445,127,2,1
103.168,-1.1455777119287422,0.6556861650141641,0.12869443776593897,0.0072337135202717616,126,2,1
103.36,-1.1174364272811574,0.6581819099324772,0.1289033393066596,0.00710005914325323,125,2,1
103.552,-1.088539836782407,0.6620573955302955,0.1300924424658791,0.006780886626557027,127,3,1
103.744,-1.0793315720271894,0.6626630656833506,0.13358820773373187,0.005447077287654495,127,8,1
103.936,-1.097975271163797,0.6599157734993787,0.13303715010469128,0.006585366768641867,127,2,1
104.128,-1.0703179873694006,0.6641773232291953,0.1337628020620207,0.006113490321791578,126,2,1
104.32000000000001,-1.091604726246228,0.662153159409882,0.13350832263812182,0.004915917477193707,127,3,1
104.512,-1.1068679887248185,0.6633280365113282,0.12912996446728078,0.004684513596678326,126,8,1
104.70400000000001,-1.089572943089508,0.6615569970252456,0.13005181285705583,0.003519107259547872,127,5,1
104.896,-1.069929062192905,0.6641894655498535,0.13394159904804256,0.005772681688269077,127,5,1
105.08800000000001,-1.0444698396840706,0.6640673236478342,0.14118200488148835,0.007980227427916953,128,7,1
105.28,-1.021427223609065,0.6649167076691935,0.18595588381142417,0.006742460025959896,125,6,1
105.47200000000001,-1.0225477731047374,0.6613233431286812,0.3240207919078657,0.007357208493225743,127,5,1
105.664,-1.0226435518016057,0.658280301999198,0.46404409969845567,0.008389508542511201,128,3,1
105.85600000000001,-1.0021284301440587,0.6664202418568399,0.4696452557644657,0.009801966790077101,125,9,1
